"insurer","bank_name","product_type","product_name","insurance_type","discovered_place","status","date_discovered","date_retired"
"AmMetLife","-","Investment","FlexiSecure-i Link","Family Takaful","Insurer","Existing","6-Jul-24","-"
"AmMetLife","-","Life","AutoSecure-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"AmMetLife","-","Life","HomeSecure-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"AmMetLife","-","Life","FinanceSecure-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"AmMetLife","-","Life","Group Secure-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Motor","Motor Takaful","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Motor","Motorcycle Takaful","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Motor","Tesla Ensure Insurance & Takaful","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Motor","FREE EV Home Charger Takaful Coverage Campaign","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Motor","EV Home Charger Takaful Coverage","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Travel","TripCare 360 Takaful","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","Maybank","Travel","TripCare 360 Takaful","General Takaful","Bank","Retired","6-Jul-24","9-Aug-24"
"Etiqa","-","Travel","i-Travel Ezy Takaful","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Home","Houseowner and Householder Takaful","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Home","MyRumah Takaful","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Home","Etiqa Takaful Home Secure","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Life","Etiqa Term Takaful Plus","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Life","Etiqa Term Secure Takaful","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Life","i-Secure Takaful","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Life","i-DoubleSecure Takaful","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Life","Mawaddah II Takaful","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Life","AafiahCare Takaful","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Life","Prisma Takaful","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Savings","Harmoni Takaful","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Savings","Karisma Takaful","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Investment","Hadiyyah Takafulink","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Investment","Mahabbah Takafulink","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Investment","ElitePlus Takafulink","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","H&P","RAHMAH PA Takaful","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","H&P","OTO 360 Takaful","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","H&P","Takaful Buddy PA","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","H&P","RiderCare PA Takaful","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","H&P","Takaful Private Car Driver & Passenger","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","H&P","Takaful Flexi PA","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","H&P","Mega PA Takaful","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","H&P","Femina Special Takaful","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","H&P","Takaful Cash Care PA","General Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Critical Illness","Etiqa Critical Care Takaful Plus","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Medical","OneMedical Takaful","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Critical Illness","Etiqa Critical Care Takaful","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Medical","e-CancerCare Takaful","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Medical","Medical Plus Takaful","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Medical","Takafulink Medical Plus","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Life","Mortgage Reducing Term Takaful (MRTT)","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Etiqa","-","Fire","Long Term Fire Takaful (LTFT)","General Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Life","FWD ADD Rider","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Life","FWD Accidental Death Benefit Rider","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Medical","FWD Big 3","Family Takaful","Insurer","Retired","6-Jul-24","19-Jul-24"
"FWD","-","Critical Illness","FWD Big 3 Critical Illness Protection Plan","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Medical, Critical Illness","FWD CI First","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Medical","FWD Care Direct","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Medical, Critical Illness","FWD Critical Illness Lite Rider","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Medical, Critical Illness","FWD Critical Illness Rider","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Medical, Critical Illness","FWD Critical Illness Waiver of Contribution Rider","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Life","FWD Family First","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Life","FWD Future First","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Critical Illness","FWD Hajj Rider","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Critical Illness","FWD Income First","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Investment","FWD Invest First Plus – Legacy Plan","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Investment","FWD Invest First Plus – Wealth Management Plan","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Investment","FWD Invest First – Education Plan","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Medical","FWD Itqan Medik Rider","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Life","FWD Kasih","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Life","FWD Life First","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Investment","FWD Maqbul Link","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Medical","FWD Medical Care+","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Medical","FWD Medical Plus Rider","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Medical","FWD Medical Rider","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Medical","FWD Medsecure Direct","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Life","FWD Payor Lite Rider","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Life","FWD Payor Rider","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Life","FWD Protect Direct","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Life","FWD SpecialCare Direct","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Medical","FWD SpecialMed 2","Family Takaful","Insurer","Existing","6-Jul-24","-"
"FWD","-","Life, Critical Illness","FWD i-Lindung Term Takaful & Critical Illness Plan","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Great Eastern","-","Life","i-Great Nova","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Great Eastern","-","Life","i-Great Inspirasi","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Great Eastern","-","Life","i-Great Evo","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Great Eastern","-","Medical","i-Great MediHarapan","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Great Eastern","-","H&P","i-Great Harapan CI10","Family Takaful","Insurer","Retired","6-Jul-24","16-Aug-24"
"Great Eastern","-","H&P","i-Great Yaqeen ","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Great Eastern","-","Medical","i-Medi Rider & i-Medi ExPlus Rider","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Great Eastern","-","Critical Illness","i-Lifetime & i-Early Lifetime Critical Illness Benefit Term Rider","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Great Eastern","-","Critical Illness","i-Additional Lifetime & Lifetime Critical Illness Term Rider","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Great Eastern","-","Savings","i-Great Prestij","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Great Eastern","-","Life","MikroSayang","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Great Eastern","-","Life","i-Great Murni 2.0","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Great Eastern","-","Medical","i-Great Medi Care","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Great Eastern","-","Critical Illness","i-Great Critical Care","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Hong Leong Assurance","-","Life","HLM Takaful i-Salam","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Hong Leong Assurance","-","Life","HLM Takaful Tenang & Tenang 75","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Hong Leong Assurance","-","Life","HLM Takaful i-Flexi Protect","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Hong Leong Assurance","-","Life","HLM Takaful i-Heritage Protector","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Hong Leong Assurance","-","Life","HLM Takaful i-Kudrat","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Hong Leong Assurance","-","Life","HLM Takaful i-AcciPlus","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Hong Leong Assurance","-","Critical Illness","HLM Takaful i-Critical Care","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Hong Leong Assurance","-","Medical","HLM Takaful i-Hospital Care","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Hong Leong Assurance","-","Critical Illness","HLM Takaful FiT CI","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Hong Leong Assurance","-","Savings","HLM Takaful i-Jauhar","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Hong Leong Assurance","-","Savings, Investment","HLM Takaful i-Care Hasanah Privilege","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Hong Leong Assurance","-","Savings","HLM Takaful Alpha Saver","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Hong Leong Assurance","-","Savings","HLM Takaful Premier Growth","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Hong Leong Assurance","-","Baby, Savings","HLM Takaful i-EduSave Genius","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Life","PruBSN Lindung Famili","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Life","PruBSN DamaiGenZ","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Life","PruBSN Damai","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Life","PruBSN Sinar","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Life","PruBSN Impian","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Life","PruBSN Setia","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Life","PruBSN Anggun","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Life","PruBSN Lindung","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Life","PruBSN AnugerahPlus","Family Takaful","Insurer","Retired","6-Jul-24","2-Aug-24"
"Prudential","-","Life","Lindungi","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Savings","PruBSN Aspirasi","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Savings","PruBSN WarisanPlus","Family Takaful","Insurer","Retired","6-Jul-24","13-Jul-24"
"Prudential","-","Savings","PruBSN WarisanGold","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Medical","Cancer Protector","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Critical Illness","Crisis Protector","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Medical","Crisis Shield","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Medical","Health Protector","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Medical","Medic TotalCare","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Life, Critical Illness","PruBSN Cegah Famili","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Critical Illness","PruBSN Cegah","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Medical","Cancer Plan","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Prudential","-","Medical","Medic Plan","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P","GoTakaful","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P","Group Mortgage Reducing Term Takaful","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","-","Life","Group Term Financing Takaful","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","CIMB","Life (credit-related)","Group Term Financing Takaful","Family Takaful","Bank","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P, Savings","KFH Sun Sinar","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P","Prime Family Critical Care-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","Al-Rajhi Bank","Life, H&P, Savings","Sinar Baraqah","Family Takaful","Insurer, Bank","Existing","6-Jul-24","-"
"Sun Life","Al-Rajhi Bank","Life, H&P","Sinar Health Plan","Family Takaful","Insurer, Bank","Existing","6-Jul-24","-"
"Sun Life","Al-Rajhi Bank","Life, H&P, Investment","SinarLink Aiman","Family Takaful","Insurer, Bank","Existing","6-Jul-24","-"
"Sun Life","-","Life","Sun AutoTakaful","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P","Sun Cover-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","CIMB","Life","Sun Cover-i","Family Takaful","Bank","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P, Savings","Sun Enrich-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","CIMB","Life","Sun Enrich-i","Family Takaful","Bank","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P, Savings","Sun Hajj","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P, Investment","Sun Heritage-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P","Sun Inspirasi","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","CIMB","Life","Sun Inspirasi","Family Takaful","Bank","Existing","6-Jul-24","-"
"Sun Life","-","Life, Investment","Sun Legacy Shield","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","CIMB","Life","Sun Legacy Shield","Family Takaful","Bank","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P","Sun MaxiMed-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","CIMB","Life","Sun MaxiMed-i","Family Takaful","Bank","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P","Sun Medi Mex-i","Family Takaful","Insurer","Retired","6-Jul-24","13-Jul-24"
"Sun Life","-","Life, H&P, Savings, Investment","Sun Prime Link-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","-","Life, Savings","Sun Secure Saver-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P","Sun Ultimate Coverage-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","CIMB","Life","Sun Ultimate Coverage-i","Family Takaful","Bank","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P","Sun Wealth Protect-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P","Sun eCritical Shield-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P","Sun eMediCare Income-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P","Sun eSsential-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","-","Life, Investment","SunInvest-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","CIMB","Life","SunInvest-i","Family Takaful","Bank","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P, Investment","SunLink Istismar Plus","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","CIMB","Life","SunLink Istismar Plus","Family Takaful","Bank","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P","Takaful Mulia","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","CIMB","Life","Takaful Mulia","Family Takaful","Bank","Existing","6-Jul-24","-"
"Sun Life","-","Life, H&P, Savings","Takaful Suria Plus","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Sun Life","CIMB","Life","Takaful Suria Plus","Family Takaful","Bank","Existing","6-Jul-24","-"
"Sun Life","-","Life","Xpress Cash Protector-i","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","Medical","CancerCare","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","Savings","Executive20","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","Fire","Fire Takaful","General Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","Medical","MediAfya","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","Medical","MediPro","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","H&P","Patina2016","General Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","H&P","Personal Sentinel V3 Plus Takaful","General Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","Life","Takaful Al-Shams","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","Life","Takaful Family Hero","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","Savings","Takaful Mumtaz","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","Life","Takaful ProEssential","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","Investment","Takaful ProInvest","Family Takaful","Insurer","Retired","6-Jul-24","2-Aug-24"
"Zurich","-","Life","Takaful ProSecure","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","Life","Takaful SureCover","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","Life","Takaful Term 80","Family Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","Investment","Takafulink Single Invest","Family Takaful","Insurer","Retired","6-Jul-24","2-Aug-24"
"Zurich","-","Motor","Z-Drive Assist Takaful","General Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","Motor","Z-Driver Takaful – Car Takaful Plan","General Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","Home","Z-HomeProtect Takaful","General Takaful","Insurer","Existing","6-Jul-24","-"
"Zurich","-","Motor","Z-Rider Takaful – Motorcycle Takaful Plan","General Takaful","Insurer","Existing","6-Jul-24","-"
"AIA","-","TBD (Telemarketing), Life (credit-related)","","Life Insurance","Bank","Retired","13-Jul-24","19-Jul-24"
"AIA","Public Bank","Life (credit-related)","Hire Purchase Decreasing Term Assurance","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","Life (credit-related)","Mortgage Decreasing Term Assurance 2.0 / Overdraft Level Term Assurance","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","Investment","PB Alpha Edu","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","-","TBD (Telemarketing)","PB CI Care","Life Insurance","Bank","Retired","13-Jul-24","26-Jul-24"
"AIA","-","TBD (Telemarketing)","PB CI Protector","Life Insurance","Bank","Retired","13-Jul-24","26-Jul-24"
"AIA","Public Bank","Critical Illness","PB Cancer Complete","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","-","TBD (Telemarketing)","PB Cancer Guard","Life Insurance","Bank","Retired","13-Jul-24","26-Jul-24"
"AIA","Public Bank","TBD (Telemarketing)","PB Care PA","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","TBD (Telemarketing)","PB Care Plus","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","Investment","PB Elite Signature","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","TBD (Telemarketing)","PB Global PA","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","TBD (Telemarketing)","PB Golden Care","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","TBD (Telemarketing)","PB Life Plus","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","TBD (Telemarketing)","PB Lifestyle PA","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","Critical Illness","PB Major Illness Care","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","Savings","PB Max Advantage","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","Savings","PB Pro Saver","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","TBD (online)","PB Protect CI","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","TBD (online)","PB Protect Term","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","Investment","PB Signature Legacy","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","Investment","PB Smart Elite","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","Investment","PB Smart Link","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","Life (credit-related)","PB Term CI","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","Investment","PB Venture Shield","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","Investment","PB WealthElite Xtra 2","Life Insurance","Bank","Existing","13-Jul-24","-"
"AIA","Public Bank","Investment","empower 2","Life Insurance","Bank","Existing","13-Jul-24","-"
"Berjaya Sompo","CIMB","Property","Home Safe Plus","General Insurance","Bank","Existing","13-Jul-24","-"
"Berjaya Sompo","CIMB","Property","Houseowner / Householder","General Insurance","Bank","Existing","13-Jul-24","-"
"Berjaya Sompo","CIMB","Motor","Purchase Price GAP","General Insurance","Bank","Existing","13-Jul-24","-"
"Berjaya Sompo","CIMB","Property","Secure Home","General Insurance","Bank","Existing","13-Jul-24","-"
"Berjaya Sompo","CIMB","Motor","Secure Motor","General Insurance","Bank","Existing","13-Jul-24","-"
"Berjaya Sompo","CIMB","Travel","Secure TravelSafe","General Insurance","Bank","Existing","13-Jul-24","-"
"Berjaya Sompo","CIMB","Motor","Secure Warranty","General Insurance","Bank","Existing","13-Jul-24","-"
"Berjaya Sompo","CIMB","H&P","Snatch Guard Plus","General Insurance","Bank","Existing","13-Jul-24","-"
"Berjaya Sompo","CIMB","H&P","Snatch Medz+","General Insurance","Bank","Existing","13-Jul-24","-"
"Berjaya Sompo","CIMB","H&P","Snatch Shield Plus","General Insurance","Bank","Existing","13-Jul-24","-"
"Berjaya Sompo","CIMB","Travel","Sompo Travel Plus","General Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","-","Motor","Car Insurance","General Insurance","Bank","Retired","13-Jul-24","26-Jul-24"
"Etiqa","-","Motor","Car Takaful","General Takaful","Bank","Retired","13-Jul-24","26-Jul-24"
"Etiqa","Maybank","Home","Credit Level Term Assurance","General Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Home","Credit Level Term Takaful","General Takaful","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Savings/Investment","Dynamic Invest","Life Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Motor","EV Home Charger Coverage","General Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","H&P","Ezy-Life Secure","General Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","H&P","Hero15","General Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Home","Houseowner/Householder","General Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Home","Houseowner/Householder Takaful","General Takaful","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","H&P","Infinite Personal Accident","General Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","TBD","Key Person Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Home","Maxihome Contents","General Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Home","Mortgage Reducing Term Takaful","General Takaful","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","H&P","PesonaLady","General Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","H&P","Premier Cash Refund","General Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Savings/Investment","Premier Education Savers","Life Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","H&P","Premier Lady Savers","General Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Savings/Investment","PremierValue Savers","Life Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","H&P","Privilege PA","General Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Savings/Investment","SMART INCOME","Family Takaful","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","H&P","Senior PA","General Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Savings/Investment","Smart Cash Xtra","Life Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Medical","Smart Family Medic Plan","Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Savings/Investment","Smart Flexi Plus","Life Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Savings/Investment","Smart Hijrah","Life Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","H&P","Smart Life Vantage","General Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Savings","Smart Saver Xtra","Life Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Savings/Investment","Smart Secure","Life Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Savings/Investment","Smart Waris","Life Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Savings/Investment","Smart Wealth","Life Insurance","Bank","Existing","13-Jul-24","-"
"Etiqa","-","Motor","Takaful Auto Credit Plan","General Takaful","Bank","Retired","13-Jul-24","26-Jul-24"
"Etiqa","Maybank","H&P","Takaful Hero 15","General Takaful","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","H&P","Takaful Infinite PA","General Takaful","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","H&P","Takaful PA Plus","General Takaful","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","H&P","Takaful PesonaLady","General Takaful","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","H&P","Takaful Privilege PA","General Takaful","Bank","Existing","13-Jul-24","-"
"Etiqa","Maybank","Savings/Investment","Takaful Smart Plus","Family Takaful","Bank","Existing","13-Jul-24","-"
