"insurer","bank_name","product_type","product_name","product_description","insurance_type","discovered_place"
"Prudential","-","Savings","PRUWealth Plus (SGD)","An insurance savings plan that grows your wealth and keeps up with your changing needs. Grow your savings to meet your family‘s needs with a flexible plan that protects you from uncertainties.","Life Insurance","Insurer"
"Singlife","-","Life","Singlife Simple Term","An affordable term life insurance plan that gives 100% protection – with no application hassle.","Life Insurance","Insurer"
"Singlife","-","Life","Singlife Elite Term II","Protect your family and leave an inheritance with this customisable and affordable term life insurance plan that offers regular and limited pay options.","Life Insurance","Insurer"
"Singlife","-","Life","Singlife Whole Life","A customisable, lifelong protection plan which can provide additional protection, when it matters.","Life Insurance","Insurer"
"Singlife","-","Life","DIRECT – Singlife Term Life","An attractively affordable life insurance plan that gives you up to S$400,000 coverage - and you can purchase it all on your own.","Life Insurance","Insurer"
"Singlife","-","Life","DIRECT – Singlife Whole Life","An attractively affordable life insurance plan that gives you up to S$200,000 coverage - and you can purchase it all on your own.","Life Insurance","Insurer"
"Singlife","-","Medical","Singlife Shield Starter and Health Plus Starter","An affordable medical insurance plan with add-ons to protect you against unexpected hospital bills.","Life Insurance","Insurer"
"Singlife","-","Medical","Singlife Shield and Health Plus","A comprehensive solution for all your hospitalisation needs that complements the benefits of your MediShield Life plan.","Life Insurance","Insurer"
"Singlife","-","Medical","Singlife Cancer Cover Plus II","A medical plan that offers protection against hefty medical bills from cancer treatments.","Life Insurance","Insurer"
"Singlife","-","Critical Illness","Singlife Big 3 Critical Illness","A critical illness plan which boosts cover for cancer, heart attack and stroke.","Life Insurance","Insurer"
"Singlife","-","Critical Illness","Singlife Comprehensive Critical Illness","A plan that gives you the financial support to tackle all stages of critical illness and other health challenges.","Life Insurance","Insurer"
"Singlife","-","Critical Illness","Singlife Multipay Critical Illness","A plan that provides multiple payouts for different stages of critical illnesses and medical conditions, so you are supported at every unexpected turn.","Life Insurance","Insurer"
"Singlife","-","Critical Illness","Singlife Essential Critical Illness","A critical illness plan that gives you the assurance whether you are in the pink of health or have an existing health condition.","Life Insurance","Insurer"
"Singlife","-","Disability","Singlife Dementia Cover","A long-term care protection plan that gives payouts for cognitive decline & mental health, and complements Singlife CareShield Standard/Plus & Singlife ElderShield Standard/Plus.","Life Insurance","Insurer"
"Singlife","-","Disability","Singlife Disability Income","Recover your monthly finances with an insurance plan that supports you through any unforeseen circumstances.","Life Insurance","Insurer"
"Singlife","-","Disability","Singlife CareShield Standard and Singlife CareShield Plus","Two government-approved supplement plans that boost your CareShield Life or ElderShield payouts so that you can get the care you need during unexpected events in life.","Life Insurance","Insurer"
"Singlife","-","Disability","Singlife ElderShield Standard and Singlife ElderShield Plus","Enhance your ElderShield payouts with these two government-approved plans and have better coverage in the event of severe disability.","Life Insurance","Insurer"
"Singlife","-","Life","Maternity Care","Prepare for a bright start","Life Insurance","Insurer"
"Singlife","-","H&P","Singlife Accident Guard","A comprehensive personal accident plan with various options and worldwide protection.","Life Insurance","Insurer"
"Singlife","-","H&P","Singlife Personal Accident","Life can throw some curve balls. Protect yourself and your family with our accident plans and avoid paying large bills with your savings.","Life Insurance","Insurer"
"Singlife","-","Motor","Lite","This plan includes approved workshop repairs, a brand new car replacement and a few extras. Repairs for your car Approved repairer only Brand new car replacement2 For cars less than 12 months old Additional Excess for young or inexperienced drivers3 S$2,500 Windscreen Excess paymentS$100 Medical expenses Covers you and your passengers.S$500 Damage to third party's property Up to S$5 million","General Insurance","Insurer"
"Singlife","-","Motor","Standard","Includes repairs at any workshop1 and covers you for the loss of your personal belongings. Repairs for your car Any repairer1 Brand new car replacement2 For new car less than 12 months old Additional Excess for young or inexperienced drivers3 S$2,500 Windscreen Excess paymentS$100 Medical expenses Covers you and your passengers.S$2,500 Damage to third party's property Up to S$5 million Personal belongings Up to S$1,000","General Insurance","Insurer"
"Singlife","-","Motor","Prestige","Our comprehensive plan offers you the highest level of protection for greater peace of mind. Repairs for your car Any repairer Brand new car replacement2 For new car less than 24 months old Additional Excess for young or inexperienced drivers3 S$0 Windscreen Excess payment S$0 Medical expenses Covers you and your passengers.S$5,000 Damage to third party's property Up to S$5 million Personal belongings Up to S$3,000 Transport allowance S$80 daily transport allowance (up to 10 days)","General Insurance","Insurer"
"Singlife","-","Travel","Travel Lite","Our plan includes cover for accidental death & disability, overseas medical expenses and more. 24/7 Emergency travel assistance Rental vehicle excess¹S$500 Loss or damage of baggage & personal belongings²S$3,000 Accidental death & disability3S$50,000 Overseas medical expenses4S$250,000 Personal liabilityS$250,000 Trip interruption - Change of trip itinerary5S$1,000","General Insurance","Insurer"
"Singlife","-","Travel","Travel Plus","Greater and flexible coverage that allows you to change your travel dates for any reason. 24/7 Emergency travel assistance Rental vehicle excess¹S$1,500 Loss or damage of baggage & personal belongings²S$5,000 Accidental death & disability3S$100,000 Overseas medical expenses4S$2,000,000 Personal liabilityS$1,000,000 Trip interruption - Change of trip itinerary5S$2,000 Trip cancellation for any reason5, 6S$5,000 Change of travelling date or time for any reason5, 6S$2,000 Trip curtailment for any reason5, 6S$5,000 Loss of frequent flyer points, hotel points and credit card points","General Insurance","Insurer"
"Singlife","-","Travel","Travel Prestige","Premium protection that also safeguards you against unauthorised transactions. 24/7 Emergency travel assistance Rental vehicle excess¹S$2,500 Loss or damage of baggage & personal belongings²S$8,000 Accidental death & disability3S$500,000 Overseas medical expenses4Unlimited Personal liabilityS$2,000,000 Trip interruption - Change of trip itinerary5S$3,000 Trip cancellation for any reason5, 6S$7,500 Change of travelling date or time for any reason5, 6S$3,000 Trip curtailment for any reason5, 6S$7,500 Loss of frequent flyer points, hotel points and credit card points Unauthorised use of credit cardS$1,000","General Insurance","Insurer"
"Singlife","-","Home","Home Lite","From fire to theft, we insure you against these perils that might happen within your property. 24/7 Emergency home assistance Household contents S$35,000 Valuables (sub-limit of Household Contents) S$10,500 (aggregate) S$1,750 (per article) Renovation, fixtures & fittings S$75,000 Family worldwide liability S$500,000 Alternative accommodation costs or loss of rent S$12,0004 Loss of contents temporarily removed S$5,000 (aggregate) S$500 (per article) Emergency cash allowance S$500 Medical expenses S$1,000","General Insurance","Insurer"
"Singlife","-","Home","Home Standard","Be reimbursed for your missing cash due to theft or burglary. 24/7 Emergency home assistance Household contents S$50,000 Valuables (sub-limit of Household Contents) S$15,000 (aggregate) S$2,500 (per article) Renovation, fixtures & fittings S$100,000 Family worldwide liability S$500,000 Alternative accommodation costs or loss of rent S$12,0004 Loss of contents temporarily removed S$5,000 (aggregate) S$500 (per article) Emergency cash allowance S$750 Medical expenses S$2,000 Household Removal S$5,000 Visitor’s Personal Belongings S$250 Domestic Assistance S$250 Repair of Burst Pipes and Expenses for Tracing and Accessing Water Leakage S$500 Water Bill Reimbursement S$250 Conservancy Charges S$500 Utilities bill relief S$1,000 Accidental fixed glass breakage S$500 Loss of personal money or credit cards S$500","General Insurance","Insurer"
"Singlife","-","Home","Home Plus","Maximum household contents coverage, which also covers the loss of your pet. 24/7 Emergency home assistance Household contents S$100,000 Valuables (sub-limit of Household Contents) S$30,000 (aggregate) S$5,000 (per article) Renovation, fixtures & fittings S$100,000 Family worldwide liability S$500,000 Alternative accommodation costs or loss of rent S$12,0004 Loss of contents temporarily removed S$5,000 (aggregate) S$500 (per article) Emergency cash allowance S$1,000 Medical expenses S$3,000 Household RemovalS$10,000 Visitor’s Personal Belongings S$500 Domestic Assistance S$500 Repair of Burst Pipes and Expenses for Tracing and Accessing Water Leakage S$1,000 Water Bill Reimbursement S$500 Conservancy Charges S$1,000 Utilities bill relief S$1,000 Accidental fixed glass breakage S$1,000 Loss of personal money or credit cards S$1,000 Home cleaning expenses S$500 Loss of personal papers Includes replacement costs if any S$500 Accidental death of domestic pet S$500 Psychiatric Services S$1,0005","General Insurance","Insurer"
"Singlife","-","Life","Group Term Life","Get S$1 million coverage for just S$0.83 per day for you or your dependants","Life Insurance","Insurer"
"Singlife","-","H&P","Group Personal Injury","Get S$1 million coverage for just S$0.17 per day for you or your dependants","Life Insurance","Insurer"
"Singlife","-","Life","Pogis","What is POGIS?","Life Insurance","Insurer"
"Singlife","-","Savings","Singlife Digital Saver","A digital short-term endowment plan that offers a guaranteed yield of 3.25% p.a.* over 3 years.","Life Insurance","Insurer"
"Singlife","-","Savings","Singlife Choice Saver","A flexible insurance savings plan to grow your money on your terms.","Life Insurance","Insurer"
"Singlife","-","Savings","Singlife Steadypay Saver","An insurance savings plan that rewards you regularly for being a steady saver.","Life Insurance","Insurer"
"Singlife","-","Savings","Singlife Legacy Income","A flexible whole life savings insurance plan which secures your finances, from one generation to the next.","Life Insurance","Insurer"
"Singlife","-","Savings","Singlife Flexi Life Income II","An insurance savings plan that gives you yearly cash payouts throughout your lifetime plus potential bonuses.","Life Insurance","Insurer"
"Singlife","-","Savings","Singlife Secure Saver VII","A single premium, non-participating endowment plan which offers a steady way to grow your wealth.","Life Insurance","Insurer"
"Singlife","-","Investment","Singlife Savvy Invest II","Singlife Savvy Invest II is a whole life, regular premium investment-linked plan that combines investment opportunities and insurance protection.","Life Insurance","Insurer"
"Singlife","-","Investment","Singlife Sure Invest","Singlife Sure Invest is an investment-linked life insurance plan that provides a flexible combination of investment and protection, including death and terminal illness benefits.","Life Insurance","Insurer"
"Singlife","-","Savings","Flexi Retirement Ii","Make your retirement truly yours​","Life Insurance","Insurer"
"Singlife","-","Savings","Singlife Account","The Singlife Account is an insurance savings plan.","Life Insurance","Insurer"
"Tokio Marine","-","Critical Illness, Disability","#go TotalProtect Cancer","Your peace of mind. Our total protection.","Life Insurance","Insurer"
"Tokio Marine","-","Savings","Education","Create a brighter future for your young ones, By submitting this form, you agree to let Tokio Marine Insurance Group collect and use your data.","Life Insurance","Insurer"
"Tokio Marine","-","Investment","Investments","Maximise your wealth potential, By submitting this form, you agree to let Tokio Marine Insurance Group collect and use your data.","Life Insurance","Insurer"
"Tokio Marine","-","Life","Life Insurance","Provide for your loved ones through it all, By submitting this form, you agree to let Tokio Marine Insurance Group collect and use your data.","Life Insurance","Insurer"
"Tokio Marine","-","H&P","Personal Accident Insurance","Safeguard yourself from the unforeseen, By submitting this form, you agree to let Tokio Marine Insurance Group collect and use your data.","Life Insurance","Insurer"
"Tokio Marine","-","Motor","Private Motor Insurance","Step on the assurance. Drive up your confidence","General Insurance","Insurer"
"Tokio Marine","-","Savings","Savings","Grow your money for the key milestones, By submitting this form, you agree to let Tokio Marine Insurance Group collect and use your data.","Life Insurance","Insurer"
"Tokio Marine","-","Critical Illness, Disability","TM EarlyCover","Timely treatment for critical illnesses makes all the difference","Life Insurance","Insurer"
"Tokio Marine","-","Home","TM Flexi-Home Enhance","Designed to bring You the essential protection for Your assets and lifestyle under one single Policy","General Insurance","Insurer"
"Tokio Marine","-","Critical Illness, Disability","TM MultiCare","Comprehensive protection against multiple critical illnesses","Life Insurance","Insurer"
"Tokio Marine","-","Critical Illness, Disability","TM Protect Cancer","Stay a step ahead of Cancer","Life Insurance","Insurer"
"Tokio Marine","-","Savings","TM Retirement GIO Plus (II)","Start early to secure your ideal retirement lifestyle","Life Insurance","Insurer"
"Tokio Marine","-","H&P","TM365","Comforting news for your family. Thoughtful planning for the unexpected.","General Insurance","Insurer"
"Tokio Marine","-","Travel","Travel Insurance (TM Xplora Plus)","[Buy online now] Purchases can be made as early as 6 months before your next trip commences!","General Insurance","Insurer"
"Sun Life","-","Life","SunBrilliance Whole Life","SunBrilliance Whole Life gives you lifetime protection with 3 options for Guaranteed Death Benefit to ensure financial security for generations to come. With a high Guaranteed Cash Value, SunBrilliance Whole Life also provides access to liquidity, combined with growth potentials through Additions for additional peace of mind.","Life Insurance","Insurer"
"Sun Life","-","Life","SunBrilliance Indexed Universal Life","Now there’s a life insurance plan that can keep up with you, and the markets. SunBrilliance Indexed Universal Life is a flexible plan that’s indexed to the S&P 500 and designed to give you a good balance of lifetime coverage and high potential growth, while allowing you to optimise how your premiums are invested.","Life Insurance","Insurer"
"Raffles","-","Medical","Raffles Shield","Protect yourself from unexpected medical expenses with our comprehensive Integrated Shield Plan, payable by MediSave.","Life Insurance","Insurer"
"Raffles","-","Critical Illness","Raffles Critical Illness Plan","Safeguard your financial future against the unexpected challenges of Critical Illness.","Life Insurance","Insurer"
"China Life","-","Savings","China Life SaveForward Endowment Plan","Your savings goal, whether it’s for your child’s education, purchase of property or even a coveted exotic holiday with your loved ones, can all come true. With China Life SaveForward Endowment Plan, you can choose when you want to receive a lump sum maturity payout with our wide range of policy terms (8 to 20 years) that suit your lifestyle or financial needs. You can also choose to pay premiums for as short as 5 years or up to 15 years. So, move closer to your savings goals with us today.","Life Insurance","Insurer"
"China Life","-","Savings","China Life FlexiCash Growth","Whether you are saving to buy your dream home or saving for future, you can be closer to realising your savings goals with our China Life FlexiCash Growth. With this plan, you will receive a guaranteed lump sum payout when your plan matures. What’s more, you will enjoy guaranteed yearly cash benefit and get protected at the same time during the policy term.","Life Insurance","Insurer"
"China Life","-","Savings","China Life Prosperous Retirement","Dream of a peaceful and carefree retirement after a lifetime of hard work? Don’t worry, all you need to do is to plan ahead with China Life Prosperous Retirement!","Life Insurance","Insurer"
"China Life","-","Savings","China Life Harvest Income Plan (USD)","China Life Harvest Income Plan (USD) allows you to accumulate wealth in a simple and flexible way and easily cope with your financial needs at different stages of your life. This product provides lifetime income1 and is designed for long-term savings, with single, 5-year or 10-year payment term options for selection. This is a capital guaranteed2 plan which provides you with guaranteed yearly income1 to protect your wealth, and will distribute a non-guaranteed loyalty bonus6 every five years, allowing you to pursue your ideal lifestyle, have a documented financial future, and easily cope with retirement living expenses and education expenses for children. For the premature death3 or terminal illness4, this plan will also provide you with a death benefit to give you and your family peace of mind and a lasting gift for future generations. Signing up is simple and convenient, and there is no need for any medical examination.","Life Insurance","Insurer"
"China Life","-","Savings","China Life Lifetime Income Plan","China Life Lifetime Income Plan is a participating whole life plan that enables you to save and receive a lifetime of yearly income1, as well as enjoy peace of mind with capital guarantee2 and coverage against premature death3 and terminal illness4. You can also secure your whole life plan against unforeseen circumstances by adding our riders to your plan today. With China Life, you can live your life to the fullest, knowing that China Life is always behind you for what’s ahead!","Life Insurance","Insurer"
"China Life","-","Savings","China Life Lifetime Income Supreme Plan","China Life Lifetime Income Supreme Plan is a participating whole life plan that is uniquely designed to help you enhance your wealth, enjoy a comfortable retirement, and leave a lasting legacy for generations to come.","Life Insurance","Insurer"
"China Life","-","Savings","China Life Lifetime Income Plan (RMB)","China Life Lifetime Income Plan (RMB) is a participating whole life plan that enables you to save and receive a lifetime of yearly income1, as well as enjoy peace of mind with capital guarantee2 and coverage against premature death3 and terminal illness4. With China Life, you can live your life to the fullest, knowing that China Life is always behind you for what’s ahead!","Life Insurance","Insurer"
"China Life","-","Savings","China Life Harvest Income Supreme Plan (USD)","China Life Harvest Income Supreme Plan (USD) is a participating whole life insurance designed for legacy and wealth planning with single, 5-year or 10-year payment term options for selection. It offers both guaranteed and non-guaranteed lifelong yearly income1. The plan provides financial protection in case of death3 and terminal illness4. For multi-generational income, Contingent Life Insured (s) 5 can be appointed. Additionally, the plan allows participation in the performance of the participating fund through non-guaranteed yearly income, loyalty bonus, and terminal bonus.","Life Insurance","Insurer"
"China Life","-","Legacy","China Life Eternal Wealth","China Life Eternal Wealth is designed to serve your wealth accumulation needs for many generations to come. You can garner the power of time that lasts beyond your life, growing and leaving a legacy for your future generations.","Life Insurance","Insurer"
"China Life","-","Legacy","China Life Eternal Wealth (USD)","China Life Eternal Wealth (USD) is designed to serve your wealth accumulation needs for many generations to come. You can garner the power of time that lasts beyond your life, growing and leaving a legacy for your future generations.","Life Insurance","Insurer"
"China Life","-","H&P","China Life Personal Accident Cashback Plan","China Life Personal Accident Cashback Plan is a 5-year renewable1 plan that gives you financial protection against Accidental Death, Accidental Disability and it pays out Daily Hospital Cash benefit if you have to be hospitalised due to an injury caused by an accident during the policy term. With this plan, you will also receive cashback2 on your premiums at the end of every 5 years.","Life Insurance","Insurer"
"China Life","-","Life","China Life Term Guardian","China Life Term Guardian is a regular premium term plan which provides you with financial protection in the event of death1 and terminal illness2 as well as total and permanent disability3. You can choose the duration of your coverage - 5 years, 20 years or up to age 64, according to your needs. What’s more, you can also add riders to your term plan for greater peace of mind.","Life Insurance","Insurer"
"China Life","-","Life","China Life Whole Life Guardian","As you journey through different life stages, you would want to secure financial protection to ensure that you and your loved ones will be provided for in the event of death1, terminal illness2 (TI), total and permanent disability3 (TPD). China Life Whole Life Guardian is a whole life plan which in addition to giving you the peace of mind and financial protection, allows you to choose to pay premiums for as short as 5 years or up to 25 years4. What’s more, you can also secure your whole life plan against unforeseen circumstances by adding our riders to your plan today.","Life Insurance","Insurer"
"China Life","-","Medical","China Life MediCash Guardian","We understand that hospitalisation can cause loss of income and strain your finances. You can complement your existing hospitalisation plans with China Life MediCash Guardian and receive a guaranteed income while you are hospitalised. This is a yearly renewable plan that provides a cash payout for each day of confinement in a hospital due to an illness or an accident which means that you can use this income to pay for alternative treatments or for your other needs, giving you peace of mind to focus on your recovery.","Life Insurance","Insurer"
"China Life","-","Life","DIRECT – China Life Term Plan","DIRECT – China Life Term Plan is a regular premium term plan which provides financial protection in the event of death, terminal illness (TI) and total and permanent disability (TPD). As this is a direct purchase insurance plan, you may purchase the plan directly from us without seeking advice from a financial adviser.","Life Insurance","Insurer"
"China Life","-","Life","DIRECT – China Life Whole Life Plan","DIRECT – China Life Whole Life Plan is a regular premium, participating whole life plan which provides financial protection in the event of death, terminal illness (TI) and total and permanent disability (TPD). It also allows you to participate in the performance of our participating fund in the form of non-guaranteed bonuses. As this is a direct purchase insurance plan, you may purchase the plan directly from us without seeking advice from a financial adviser.","Life Insurance","Insurer"
"China Life","-","Critical Illness","China Life Cancer Guardian","Cancer cases have been on the rising trend over the years and survival rates for people with cancer have greatly improved as well with advancements in cancer treatments. However, living with cancer and pro-longed treatment might drain our savings and cause loss of income. With China Life Cancer Guardian, it provides you with a peace of mind knowing that you are protected against death1 and the diagnosis of cancer2 at all stages during the policy term and with the 100% payout of sum insured, it allows you to focus on the treatment and recovery during this difficult time. What’s more, you will be rewarded with No Claim Discount3 in the subsequent renewable year by living in the pink of health.","Life Insurance","Insurer"
"China Life","-","Life","China Life Multiplier Guardian Series","China Life Multiplier Guardian Series comprises of two whole life plans, Multiplier Guardian and Multiplier Guardian Plus. It provides financial protection against death1, total and permanent disability2, terminal illness3 and any of the 38 critical illnesses (CIs)4 throughout the policy term. You can select your desired protection level by multiplying your coverage by 1, 2, 3 or 4 times of the sum insured and pick the premium payment term that is most suitable for you. In addition, you have the option to increase your coverage during the important milestones of your life without further underwriting and enjoy yearly retirement benefit as early as from age 555. What’s more, you can also secure your whole life plan against unforeseen circumstances by adding our riders to your plan today. Watch the video: https://www.youtube.com/watch?v=xkiAwjeDPxA","Life Insurance","Insurer"
"China Life","-","H&P","China Life Accident Guardian","Nobody wants accidents, but when they happen, we want you to have the best coverage possible. China Life Accident Guardian is a yearly renewable plan1 that offers comprehensive financial support to you and your family. Enjoy 24/7 worldwide coverage on accidental death, disability, hospital cash benefits, medical expenses2 including TCM and chiropractic treatments, and a whole lot more.","Life Insurance","Insurer"
"China Life","-","Life","China Life Term Guardian Plus","China Life Term Guardian Plus is a non-participating regular premium term insurance plan that provides financial protection in the event of Death1, Terminal Illness2, Total and Permanent Disability3 as well as Terminal Cancer4 during the policy term. In addition, there are also Option to Purchase Additional Insurance5 or to convert6 your term plan to other life insurance plans.","Life Insurance","Insurer"
"China Life","-","Critical Illness","SOPHY","– Systems Of Pivotal HumanbodY Conventional critical illness plans covering hundreds of medical conditions can be overwhelming when it comes to making decisions for your protection needs. Hence, introducing to you SOPHY, a yearly renewable1 critical illness plan with not only easy-to-understand body-system-based coverages, but also future-proof that leap beyond the covered multifarious CI conditions commonly defined today. With SOPHY, you can get covered for diseases that are not yet discovered today!","Life Insurance","Insurer"
"China Life","-","Critical Illness","China Life Critical Trio","Cancer, Heart Attack and Stroke are known as the top 3 critical illnesses that account for more than 90% of critical illness claims1. Knowing this, we provide you with one simple way to safeguard you from life’s unfortunate events through a critical illness insurance policy. Introducing to you, China Life Critical Trio, a yearly renewable2 insurance plan that covers the top 3 critical illnesses — Cancer, Heart Attack and Stroke. With China Life Critical Trio, you will be able to focus on your recovery by easing your financial burden.","Life Insurance","Insurer"
"China Life","-","Life","China Life Multiplier Guardian Supreme","A whole life plan offering comprehensive financial protection across various life stages. It covers early, intermediate, and major critical illnesses1 with special benefits2, death3, total and permanent disability4, as well as terminal illness5.","Life Insurance","Insurer"
"China Life","-","Life","China Life Payer Benefit Rider","China Life Payer Benefit Rider provides you with the assurance that future premium payments will be waived for your basic plan and its riders (if applicable) for the remaining rider term upon death or in the event you are diagnosed with total and permanent disability (TPD) or terminal Illness (TI). You can attach this rider to your basic plan and its riders (excluding riders which provide death, TPD or terminal illness coverage on the policy owner, other premium waiver riders and payer benefit riders). Product Features: Features Details Death Benefit Waives all future premiums due under the basic plan and its riders (if applicable) for the remaining rider term upon the policy owner's death. Total Permanent Disability (TPD) Benefit Waives all future premiums due under the basic plan and its riders (where applicable) for the remaining rider term1 if TPD is diagnosed before the policy owner's 76th birthday. Terminal Illness (TI) Benefit Waives all future premiums due under the basic plan and its riders (if applicable) for the remaining term of this rider if the policy owner is diagnosed with TI. Premium Payment Type Regular Premium Rider Term Follows premium term of rider, or up to age 99 of the policy owner, whichever is earlier2. Entry Age Follows minimum and maximum age of basic plan for policy owner. Simplified Underwriting No health check is required but the policy owner will need to answer a few health questions. There are certain conditions under which no benefit under this rider will be payable. Please refer to your policy contract for full details of the exclusions.","Life Insurance","Insurer"
"China Life","-","Life","China Life Premium Waiver Benefit Rider",NA,"Life Insurance","Insurer"
"China Life","-","Life","China Life Enhanced Payer Benefit Rider",".collapsible { background-color: orange; color: white; cursor: pointer; padding: 18px; width: 100%; border: none; text-align: left; outline: none; font-size: 15px; } .active, .collapsible:hover { /*background-color: #ECECEC; } .collapsible:after { content: '\002B'; color: white; font-weight: bold; float: right; margin-left: 5px; } .active:after { /*content: '\2212'; } .content_col { padding: 0 18px; max-height: 0; overflow: hidden; transition: max-height 0.2s ease-out; background-color: #F6F6F6; } table, th, td { border: 1px solid black; border-collapse: collapse; padding: 18px; } With China Life Enhanced Payer Benefit Rider, the future premium payments due on your basic plan and its riders (if applicable) will be waived for the remaining rider term in the event of death, total and permanent disability (TPD) or you being diagnosed with any of the 36 critical illnesses (CIs). This rider protects the policy owner of a third party policy against death, TPD and CIs in two ways: waives future premium payments; and protects all benefits of the basic plan and its riders (if applicable). Product Features: Features Details Death Benefit Waives all future premiums due under the basic plan and its riders (if applicable) for the remaining rider term upon the policy owner's death. Total and Permanent Disability (TPD) Benefit Waives all future premiums due under the basic plan and its riders (where applicable) for the remaining rider term1 if TPD is diagnosed before the policy owner's 76th birthday. Critical Illness (CI) Benefit Waives all future premiums due under the basic plan and its riders (if applicable) for the remaining term of this rider2 if CI is diagnosed before the policy owner's 76th birthday. Premium Payment Type Regular Premium Rider Term Follows premium term of rider, or up to age 99 of the policy owner, whichever is earlier3. Entry Age Follows minimum and maximum age of basic plan for policy owner. Simplified Underwriting No health check is required but the policy owner will need to answer a few health questions. There are certain conditions under which no benefit under this rider will be payable. Please refer to your policy contract for full details of the exclusions. List of Critical Illnesses The 36 Critical Illnesses include the following: 1. Major Cancer 2. Heart Attack of Specified Severity 3. Stroke with Permanent Neurological Deficit 4. Coronary Artery By-pass Surgery 5. End Stage Kidney Failure 6. Irreversible Aplastic Anaemia 7. End Stage Lung Disease 8. End Stage Liver Failure 9. Coma 10. Deafness (Irreversible Loss of Hearing) 11. Open Chest Heart Valve Surgery 12. Irreversible Loss of Speech 13. Major Burns 14. Major Organ / Bone Marrow Transplantation 15. Multiple Sclerosis 16. Muscular Dystrophy 17. Idiopathic Parkinson’s Disease 18. Open Chest Surgery to Aorta 19. Alzheimer’s Disease / Severe Dementia 20. Fulminant Hepatitis 21. Motor Neurone Disease 22. Primary Pulmonary Hypertension 23. HIV Due to Blood Transfusion and Occupationally Acquired HIV 24. Benign Brain Tumour 25. Severe Encephalitis 26. Severe Bacterial Meningitis 27. Blindness (Irreversible Loss of Sight) 28. Major Head Trauma 29. Paralysis (Irreversible Loss of Use of Limbs) 30. Terminal Illness 31. Progressive Scleroderma 32. Persistent Vegetative State (Apallic Syndrome) 33. Systemic Lupus Erythematosus with Lupus Nephritis 34. Other Serious Coronary Artery Disease 35. Poliomyelitis 36. Loss of Independent Existence The Life Insurance Association Singapore (LIA) has standard definitions for 37 severe-stage Critical Illnesses (Version 2019). These Critical Illnesses fall under Version 2019. You may refer to www.lia.org.sg for the standard definitions (Version 2019). var coll = document.getElementsByClassName(""collapsible""); var i; for (i = 0; i < coll.length; i++) { coll[i].addEventListener(""click"", function() { this.classList.toggle(""active""); var content_col = this.nextElementSibling; if (content_col.style.maxHeight){ content_col.style.maxHeight = null; } else { content_col.style.maxHeight = content_col.scrollHeight + ""px""; } }); }","Life Insurance","Insurer"
"China Life","-","Critical Illness","China Life Critical Care Rider/DIRECT-China Life Critical Care Rider",NA,"Life Insurance","Insurer"
"China Life","-","Critical Illness","China Life Early Critical Care Rider","With China Life Early Critical Care Rider, you will receive early payouts from your basic policy if you are diagnosed with a critical illness, from early, intermediate to major stage plus additional special1 conditions, giving you financial support and helping you get on the road to recovery.","Life Insurance","Insurer"
"Transamerica","-","Life","Universal Life Alpha Pro & Univesal Life Alpha Pro Century","Life protection and cash value accumulation","Life Insurance","Insurer"
"Transamerica","-","Life","Genesis Indexed Universal Life","Let the future of your legacy take shape","Life Insurance","Insurer"
"Transamerica","-","Life","Trendsetter Ultra","Maintains liquidity and provides life insurance protection for a specific period of time.","Life Insurance","Insurer"
