insurer,bank_name,product_type,product_name,product_description,insurance_type,discovered_place
Hong Leong Assurance,-,TBD (CI/Medical/H&P),Junior CI Care,"Rider | Available via Life Advisor
Protect your child against 16 juvenile critical illnesses and auto-extend to 48 critical illnesses once your child reaches age 16. Also comes with hospitalisation benefits.
Critical Illness ProtectionIncome Replacement",Life Insurance,Insurer
Hong Leong Assurance,-,TBD (CI/Medical/H&P),Cancer Shield Care,"Non-Participating | Available via Online
A 3-in-1 plan that covers you against death, Total and Permanent Disabilty (TPD) and cancer. Also covers multiple stages of cancer up to 300% sum assured. Available online.
Critical Illness ProtectionMedical ProtectionAffordable Starter Plan",Life Insurance,Insurer
Hong Leong Assurance,-,TBD (CI/Medical/H&P),Hospital Shield Plus,"Non-Participating | Available via Online
10-year hospitalisation income plan up to RM300 per day and double up for hospitalisation due to cancer, with the option to renew without underwriting. Available online.
Critical Illness ProtectionMedical ProtectionIncome ReplacementAffordable Starter Plan",Life Insurance,Insurer
Hong Leong Assurance,-,TBD (CI/Medical/H&P),Hospitalisation Income Shield,"Non Participating | Available via Online
A hospitalisation income plan up to RM300 per day with 5% increase per year, added with monthly income allowance and compassionate benefit. Get back 70% of total premiums paid at maturity. Available online.
Life ProtectionAccident ProtectionMedical ProtectionIncome Replacement",Life Insurance,Insurer
Hong Leong Assurance,-,TBD (CI/Medical/H&P),Congenital Care Rider,"Rider | Available via Life Advisor
Protect your unborn child as early as 13 weeks of gestation against 15 congenital conditions, and allowance for neonatal jaundice or in neonatal ICU/HDU.
PregnancyLady Protection",Life Insurance,Insurer
Hong Leong Assurance,-,TBD (CI/Medical/H&P),Lady Shield Rider,"Rider | Available via Life Advisor
Specially designed for ladies to protect against cancer, female-specific illnesses and many more. Options to enhance the plan with pregnancy care and maternity benefits.
Lady ProtectionCritical Illness ProtectionIncome Replacement",Life Insurance,Insurer
Hong Leong Assurance,-,Savings/Investment,HLA Venture Invest II,"Investment-Linked | Available via Life Advisor
A single premium investment-cum-protection plan that allows you to invest in a wide range of funds with unique benefits & risks.
Savings & Wealth PlanningRetirement Planning",Life Insurance,Insurer
Hong Leong Assurance,-,Savings/Investment,HLA Wealth Grow Plus,"Investment-Linked | Available via Life Advisor
An investment-linked plan that gives your child a head start in education savings as early as 13th week of gestation. Access to a comprehensive range of riders to enhance protection.
Savings & Wealth PlanningEducation SavingsLife Protection",Life Insurance,Insurer
Hong Leong Assurance,-,H&P,HLA Festive Protect,"Non-Participating | Available via Life Advisor
A 20-year non-participating insurance plan that covers coma, accidental death or Total and Permanent Disability (TPD), with 20x coverage during major festive seasons.
Accident ProtectionAffordable Starter Plan",Life Insurance,Insurer
Hong Leong Assurance,-,H&P,Active Lifestyle Protector,"Non-Participating | Available via Online
A 5-year plan that protects against death, daily hospitalisation income, loss of travel documents and emergency medical evacuation and repatriation benefits. Available online.
Accident ProtectionLife ProtectionIncome ReplacementAffordable Starter Plan",Life Insurance,Insurer
Hong Leong Assurance,-,H&P,HLA FiT 2 Protect,"Non-Participating | Available via Life Advisor
A disability protection plan that offers you lump sum payment and income, with no medical checkup needed.
Disability ProtectionAffordable Starter Plan",Life Insurance,Insurer
Hong Leong Assurance,-,H&P,Disability Lump Sum Rider,"Rider | Available via Life Advisor
A disability plan that pays a lump sum in case of a disability during your prime years or golden years, covers up to age 100.
Old Age Protection",Life Insurance,Insurer
Hong Leong Assurance,-,Savings/Investment,HLA Prime Secure,"Investment-Linked | Available via Life Advisor
An investment-linked packaged plan that provides life protection and builds your financial stability, with an easy and hassle-free enrolment.
Savings & Wealth PlanningEducation SavingsRetirement PlanningLife Protection",Life Insurance,Insurer
Hong Leong Assurance,-,Life,HLM Takaful i-Salam,"Basic Plan | Sign up via HLMT Serv portal
Protection against death and disability
Hassle-free enrolment
Affordable contribution
Death ProtectionDisability Protection",Family Takaful,Insurer
Hong Leong Assurance,-,Life,HLM Takaful Tenang & Tenang 75,"Basic Plan | Sign up via HLMT Serv portal
Hassle-Free Renewals
Increasing coverage upon each renewal
Affordable contribution
Death ProtectionDisability Protection",Family Takaful,Insurer
Hong Leong Assurance,-,Life,HLM Takaful i-Flexi Protect 2,"Basic Plan with Rider | Sign up via HLM Takaful agents
Protection against death​
14 additional riders to enhance your protection​
Flexibility in determining your coverage term​
Death ProtectionMedical Coverage",Family Takaful,Insurer
Hong Leong Assurance,-,Life,HLM Takaful i-Heritage Protector,"Basic Plan with Rider | Sign up via HLM Takaful agents
Increasing death benefit coverage by 10% every 10 years
High level of protection starting from RM500,000
Flexibility in customising your own plan
Death Protection Legacy",Family Takaful,Insurer
Hong Leong Assurance,-,Life,HLM Takaful i-Kudrat,"Basic Plan | Sign up via HLM Takaful agents
Hassle-free enrolment
Long-term coverage until age 80
Lump sum payment at maturity
Senior PlanDeath Protection",Family Takaful,Insurer
Hong Leong Assurance,-,Life,HLM Takaful i-AcciPlus,"Basic Plan | Sign up via HLM Takaful agents
Comprehensive accidental protection
Hassle-free enrolment
100% contribution refund at maturity
Accidental ProtectionComa Benefit",Family Takaful,Insurer
Hong Leong Assurance,-,CI/H&P/Medical,HLM Takaful i-Critical Care,"Basic Plan | Sign up via HLMT Serv portal
Covers 5 main critical illnesses
Hassle-free enrolment
Affordable contribution
Critical IllnessAffordable Contribution",Family Takaful,Insurer
Hong Leong Assurance,-,CI/H&P/Medical,HLM Takaful i-Hospital Care,"Basic Plan | Sign up via HLMT Serv portal
Cash benefit up to RM500 per day
Hassle-free enrolment
Affordable contribution
Hospital Cash BenefitAffordable Contribution",Family Takaful,Insurer
Hong Leong Assurance,-,CI/H&P/Medical,HLM Takaful FiT CI,"Basic Plan | Sign up via HLM Takaful agents
Covers 10 major critical illnesses
Be rewarded for staying healthy
Hassle-free enrolment
Critical IllnessAffordable Contribution",Family Takaful,Insurer
Hong Leong Assurance,-,Savings/Investment,HLM Takaful i-Jauhar,"Basic Plan | Sign up via HLM Takaful agents
Living Assistance Payout up to 300%
Protection against death and disability​
Flexible Payment Term
SavingsDeath ProtectionDisability Protection",Family Takaful,Insurer
Hong Leong Assurance,-,Savings/Investment,HLM Takaful i-Care Hasanah Privilege,"Basic Plan with Rider | Sign up via HLM Takaful agents
Protection for death and disability
Rider to accumulate your yearly savings
Various investment funds
SavingsDeath ProtectionDisability Protection",Family Takaful,Insurer
Hong Leong Assurance,-,Savings/Investment,HLM Takaful Alpha Saver,"Basic Plan | Sign up via HLMT Serv portal
Affordable contribution as low as RM50/month
Hassle-free enrolment
Cash payments every 5 years
SavingsAffordable Contribution",Family Takaful,Insurer
Hong Leong Assurance,-,Savings/Investment,HLM Takaful Premier Growth,"Basic Plan | Sign up via HLM Takaful agents
Single contribution plan
Hassle-free enrolment
Protection against death and disability​
SavingsDeath ProtectionDisability Protection",Family Takaful,Insurer
Hong Leong Assurance,-,Savings/Investment,HLM Takaful i-EduSave Genius,"Basic Plan with Rider | Sign up via HLM Takaful agents
Coverage during prenatal and infancy period
Cash payout upon reaching milestone in the child's life​
Options to determine maturity payout amount
SavingsEducation Pre-birth Coverage",Family Takaful,Insurer
Manulife,-,Critical Illness,Advance Beyond Critical Cover,Comprehensive critical illness plan that provides H.O.P.E. and financial confidence,Life Insurance,Insurer
Manulife,-,Critical Illness,Beyond Critical Cover (BCC) Series + BCC Booster,Elevate your protection with the perfect combination of coverage that goes above and beyond,Life Insurance,Insurer
Manulife,-,Critical Illness,ManuEZ-CI,A plan that provides you coverage for 5 common critical illnesses.,Life Insurance,Insurer
Manulife,-,Investment,ManuLink Essential/ManuLink Essential Plus,Protection in every step of life’s journey,Life Insurance,Insurer
Manulife,-,Investment,ManuLink Premier,Enjoy dual benefits of wealth and protection,Life Insurance,Insurer
Manulife,-,Investment,ManuLink Wealth,Keeping you on course for your future,Life Insurance,Insurer
Manulife,-,Life,ManuProtect,An affordable life insurance plan to protect your family’s future.,Life Insurance,Insurer
Manulife,-,Savings,ManuSecure Series,Build your wealth for a financially secure future,Life Insurance,Insurer
Manulife,-,Life,ManuTerm,Life insurance coverage for a stipulated number of years at the lowest outlay.,Life Insurance,Insurer
Manulife,-,Life,ManuWhole Life,Provides life-time insurance protection at affordable premiums.,Life Insurance,Insurer
Manulife,-,Investment,Manulife Asset Shield,Ensuring your assets are taken care of during life’s uncertainties,Life Insurance,Insurer
Manulife,-,Medical,Manulife EZ-Med Deductible,Get yourself a medical card from as low as RM2 a day with no medical checkup required!,Life Insurance,Insurer
Manulife,-,Critical Illness,Manulife Easy 5,A simple critical illness plan to get you started,Life Insurance,Insurer
Manulife,-,"Life, Savings",Manulife Future Shield,Strengthen your future with easy access and guaranteed whole life coverage,Life Insurance,Insurer
Manulife,-,Medical,Manulife Health Saver Benefit + MHSB Booster,A medical plan that provides you with enhanced coverage on top of 30% discount from the very start,Life Insurance,Insurer
Manulife,-,Medical,Manulife MediShield,Getting my first medical protection is vital,Life Insurance,Insurer
Manulife,-,Critical Illness,Manulife Precious Gift,Cherish your precious moment with an early protection plan,Life Insurance,Insurer
Manulife,-,Savings,Manulife Universal Saver,Celebrate life milestones with confidence,Life Insurance,Insurer
Manulife,-,Investment,Manulife Value Enhancer,A unique plan that gives you the opportunity to enhance your life protection at all times,Life Insurance,Insurer
Manulife,-,Investment,Signature Heirloom (VII),Securing your legacy for generations to come,Life Insurance,Insurer
Manulife,-,Investment,Signature Heirloom Indexed Universal Life,"Elevate your legacy, your way",Life Insurance,Insurer
Manulife,Alliance Bank,Savings,Elite Income 88,Make Your Vision a Reality,Life Insurance,Insurer
Manulife,Alliance Bank,"Life, Investment",Elite Life Guard 2,Protection at every stage of your life,Life Insurance,Insurer
Manulife,Alliance Bank,"Life, Investment",EliteLife Signature Legacy,Build A Lifelong Legacy For Generations To Come,Life Insurance,Insurer
Manulife,Alliance Bank,Savings,EliteLife Signature Saver,Managing Your Wealth Today For A More Secure Future,Life Insurance,Insurer
Manulife,Alliance Bank,"Life, Investment",EliteLife Signature Treasure,Build Your Wealth For A Future To Treasure,Life Insurance,Insurer
MCIS,-,Savings,EduSecure,Secure your child’s future with EduSecure,Life Insurance,Insurer
MCIS,-,Life,EzyProtect,EzyProtect is a simple way to keep those depending on you secure,Life Insurance,Insurer
MCIS,-,Life,Group Term Life (GTL),Elevate the Well-Being of Your Employees with Group Term Life (GTL),Life Insurance,Insurer
MCIS,-,H&P,LadyCare,Women’s unique needs protected with LadyCare,Life Insurance,Insurer
MCIS,-,Investment,M-Fortune Link,Protecting your loved ones by securing your tomorrows with M-Fortune Link,Life Insurance,Insurer
MCIS,-,Life,MyCritical Cover,Stay Protected with MyCritical Cover,Life Insurance,Insurer
MCIS,-,Savings,EzySaver,Grow your wealth with EzySaver today,Life Insurance,Insurer
MCIS,-,Life,Golden Senior Care,Embrace Your Golden Years with Golden Senior Care,Life Insurance,Insurer
MCIS,-,H&P,MaxHealth Plan,A Life-long Medical Coverage with MaxHealth Plan,Life Insurance,Insurer
MCIS,-,Life,MediGap Care,Complete Medical Coverage for Employees with MediGap Care,Life Insurance,Insurer
MCIS,-,Investment,PeopleLink,Ensuring a better future for the people you care about the most.,Life Insurance,Insurer
MCIS,-,Savings,Growth Saver,Realise Your Dreams with Growth Saver,Life Insurance,Insurer
MCIS,-,H&P,MYEarly Critical Aid,Make MYEarly Critical Aid Your First Responder,Life Insurance,Insurer
MCIS,-,Investment,PrimeLink,Protect your loved ones with PrimeLink,Life Insurance,Insurer
MCIS,-,Life,SME Care+,Safeguard Your Employees with SME Care+,Life Insurance,Insurer
MCIS,-,Life,SuperSeries,Cover your crucial protection gaps with SuperSeries,Life Insurance,Insurer
MCIS,-,Savings,MaxSaver,Empower your financial future with MaxSaver,Life Insurance,Insurer
MCIS,-,Investment,SecureInvest,Invest for a Brighter Future with SecureInvest,Life Insurance,Insurer
MCIS,-,Savings,Wealth Multiplier,Accelerate towards Your Financial Goals with Wealth Multiplier,Life Insurance,Insurer
MCIS,-,Life,MyHospital Benefit,Supplementing your daily expenses for a speedy recovery,Life Insurance,Insurer
MCIS,-,Life,MyLife Protect,Protect Your Future,Life Insurance,Insurer
Prudential,-,Medical,PRUMillion Med Active,"The medical plan that lets you pay less when you claim less, without compromising on your coverage.",Life Insurance,Insurer
Prudential,-,Medical,PRUMillion Med 2.0,"Boost your confidence with enhanced coverage to your protection.

中文点击这里
",Life Insurance,Insurer
Prudential,-,Medical,PRUValue Med,A medical rider that covers your medical expenses during hospitalisation.,Life Insurance,Insurer
Prudential,-,Critical Illness,PRUMy Critical Care,Coverage that pays you a lump sum to spend as you want if you have critical illness.,Life Insurance,Insurer
Prudential,-,Critical Illness,PRUMan & PRULady,Gender-specific critical illness plans uniquely designed for every man and woman.​,Life Insurance,Insurer
Prudential,-,Life,PRUWith You,"Life insurance and investment in a single, flexible plan that protects you and your family.",Life Insurance,Insurer
Prudential,-,Baby,PRUMy Child Plus,"A solution that protects mummy and baby from 13 weeks of pregnancy.

 

中文点击这里",Life Insurance,Insurer
Prudential,-,"Life, Medical, H&P",PRUFirst,"Your comprehensive first plan. A coverage plan that covers Medical, Accident, Life, Payor and more!



中文点击这里


",Life Insurance,Insurer
Prudential,-,Investment,Legacy Plans,Prepare yourself and your family for a fulfilling future.,Life Insurance,Insurer
Prudential,-,TBD,PRUCare Life,"Exclusively for EPF members

From as low as RM8.40/year*, you can focus on your recovery without worrying about your finances. Use your EPF funds to get protection from 43 critical illnesses and dengue through i-Lindung. Sign up via your EPF i-Akaun without the need for a medical check-up!

*Terms and conditions apply",Life Insurance,Insurer
Prudential,-,TBD,PRUGuard Life,"Exclusively for EPF members

From as low as RM10.40/year*, secure your loved ones’ future with life insurance that covers Death and Total & Permanent Disability (TPD) using your EPF funds.

*Terms and conditions apply",Life Insurance,Insurer
Prudential,-,TBD,PRUCare Family,"Exclusively for EPF members

Get coverage against 43 critical illnesses and Death for you and your family from as low as RM16.30 a year* per covered member through i-Lindung using your EPF funds.

Download Flyer
*Terms and conditions apply.",Life Insurance,Insurer
Prudential,-,TBD,PRUGuard Family,"Exclusively for EPF members

Get coverage for Death and Total & Permanent Disability (TPD) for you and your family from as low as RM13.80 a year* per covered member through i-Lindung using your EPF funds. On top of that, you can get up to 3 times the coverage upon accidental Death.

Download Flyer

*Terms and conditions apply.",Life Insurance,Insurer
Prudential,-,Life,PruBSN AnugerahMax,"Secure lifelong protection and top-notch medical coverage with unmatched flexibility. Tailor your plan with optional benefits for critical illnesses, medical and hospitalisation, accidental benefits and more.",Family Takaful,Insurer
Prudential,-,Life,PruBSN Lindung Famili,Protect your loved ones and yourself with takaful coverage of up to 3 times upon accidental Death using funds from your EPF account.,Family Takaful,Insurer
Prudential,-,Life,PruBSN Damai,PruBSN Damai is a comprehensive medical solution package that provides medical protection with additional coverage for critical illnesses and accidents.,Family Takaful,Insurer
Prudential,-,Life,PruBSN DamaiGenZ,PruBSN DamaiGenz is an affordable medical solution package tailored for Gen Z providing health and life coverage with an unlimited lifetime limit.,Family Takaful,Insurer
Prudential,-,Life,PruBSN Sinar,"Protect yourself with our takaful coverage plan covering early to late stage critical illnesses, total and permanent disability (TPD), and accidental protection.",Family Takaful,Insurer
Prudential,-,Life,PruBSN Impian,Secure your children's future now with both a protection and savings plan to protect them from 14 gestational weeks that offers death & disability benefits too.,Family Takaful,Insurer
Prudential,-,Life,PruBSN Setia,"Protect yourself with our comprehensive takaful coverage plan offering medical, critical illness, accidental & financial protection up to 100 years old.",Family Takaful,Insurer
Prudential,-,Life,PruBSN Anggun,"This takaful plan protects women at different life stages, including protection for female-specific illnesses, support for mental health & fertility treatments.",Family Takaful,Insurer
Prudential,-,Life,PruBSN Lindung,Protect your family using funds from your EPF account with this takaful protection plan in the event of your death or total & permanent disability (TPD).,Family Takaful,Insurer
Prudential,-,Life,Lindungi,This takaful plan offers coverage on Death and Total & Permanent Disability (TPD) and ensures your family's protection if an unfortunate event happens to you.,Family Takaful,Insurer
Prudential,-,Savings,PruBSN Aspirasi,"This customisable takaful plan tailors to your saving goals, helping you meet your own needs with different options & flexible contribution term & certificate.",Family Takaful,Insurer
Prudential,-,Savings,PruBSN WarisanGold,"Embrace a legacy of love. Live worry-free, knowing that the future is secure and certain for your loved ones, while also fulfilling your saham akhirat.",Family Takaful,Insurer
Prudential,-,TBD (CI/H&P/Medical),Cancer Protector,You can add this rider to your basic takaful plan to protect your savings from the hefty cost of cancer treatments.,Family Takaful,Insurer
Prudential,-,TBD (CI/H&P/Medical),Crisis Protector,"You can add this rider to your basic takaful plan, which pays an additional sum covered upon diagnosis of critical illness before the expiry age.",Family Takaful,Insurer
Prudential,-,TBD (CI/H&P/Medical),Crisis Shield,Shields you from the incredible costs of medical treatment you need,Family Takaful,Insurer
Prudential,-,TBD (CI/H&P/Medical),Health Protector,"This medical rider provides the financial support you need for healthcare, regardless of hospitalisation and surgery or selected outpatient treatment.",Family Takaful,Insurer
Prudential,-,TBD (CI/H&P/Medical),Medic TotalCare,"Provides a wide range of hospitalisation and medical treatment coverage to take care of your healthcare needs, including extensive cancer coverage, advanced medical treatment, and mental health care, as well as various outpatient treatment benefits and other unique value-added benefits.",Family Takaful,Insurer
Prudential,-,TBD (CI/H&P/Medical),Medik Asas,"Get lifelong life protection and top-notch medical coverage with unbeatable flexibility. Customise your plan with various optional benefits for critical illnesses, medical and hospitalisation, accidental benefits, and many more.",Family Takaful,Insurer
Prudential,-,TBD (CI/H&P/Medical),PruBSN Cegah Famili,Provides you and your loved ones with financial support if any of you are diagnosed with one of 43 critical illnesses or pass away.,Family Takaful,Insurer
Prudential,-,TBD (CI/H&P/Medical),PruBSN Cegah,Specially designed to provide you with financial assistance upon diagnosis of 43 critical illnesses and dengue fever,Family Takaful,Insurer
Prudential,-,TBD (CI/H&P/Medical),Cancer Plan,Protects the life savings you’ve worked so hard to earn from being depleted due to the costly medical bills of cancer treatments,Family Takaful,Insurer
Prudential,-,TBD (CI/H&P/Medical),Medic Plan,Keeps you secured for major medical expenses in a few clicks,Family Takaful,Insurer
Sun Life,-,"Life, H&P",GoLife,"Insurance coverage up to RM76,000

Monthly premium as low as RM5 per month

Simple online registration

Flexible, pay as you go monthly plan",Life Insurance,Insurer
Sun Life,-,"Life, H&P",GoLife Plus,"Insurance coverage up to RM76,000

Customisable with optional riders

Monthly premium as low as RM13 per month

Simple online registration",Life Insurance,Insurer
Sun Life,-,"Life, H&P",GoTakaful,"Family takaful coverage up to RM204,000

Flexible monthly repayment period as low as RM18/month

Simple online registration",Family Takaful,Insurer
Sun Life,-,Life,Group Term Financing Takaful,Death/Total and permanent disability (TPD) benefit,Family Takaful,Insurer
Sun Life,-,"Life, H&P, Savings",KFH Sun Sinar,"Takaful coverage up to 200% of death/total and permanent disability (TPD) benefit

RM1,500 special payout

Badal Hajj benefit

Final benefit",Family Takaful,Insurer
Sun Life,-,"Life, H&P",Prime Family Critical Care-i,"Critical illness coverage for you and your loved ones

Total up to 180% of rider's sum covered

No medical underwriting or checkup required",Family Takaful,Insurer
Sun Life,-,Life,Sun Apex-i,"Takaful coverage up to RM5 million

Long-term protection against death and total and permanent disability (TPD)",Family Takaful,Insurer
Sun Life,-,Life,Sun AutoTakaful,"Death/Total and permanent disability (TPD) benefit

Accidental death/ Accidental total and permanent disability (TPD) benefit",Family Takaful,Insurer
Sun Life,-,"Life, H&P",Sun Cover-i,"Death / Total and Permanent Disability (TPD) Benefit

Easy Enrollment

No Exclusion and Waiting Period",Family Takaful,Insurer
Sun Life,-,"Life, H&P, Savings",Sun Enrich-i,"Easy enrolment with no underwriting required

Cash payout

Final benefit

Takaful coverage",Family Takaful,Insurer
Sun Life,-,"Life, H&P, Savings",Sun Hajj,"200% of sum covered for death/TPD benefit while performing Hajj/Umrah

RM2,000 special payout

Badal Hajj benefit

Funeral expenses benefit and additional accidental coverage",Family Takaful,Insurer
Sun Life,-,"Life, H&P, Investment",Sun Heritage-i,"Death and Total and Permanent Disability (TPD) benefit

Estate planning benefit

Extension of takaful coverage

Maturity benefit",Family Takaful,Insurer
Sun Life,-,"Life, H&P",Sun Inspirasi,"Simple enrolment with up to RM 2mil non-medical limit

Up to 3 times additional payout on accidental death

Cash payout benefit",Family Takaful,Insurer
Sun Life,-,"Life, Investment",Sun Legacy Shield,"Takaful coverage with protection booster

Full contribution allocation

Loyalty bonus

Final benefit",Family Takaful,Insurer
Sun Life,-,"Life, H&P",Sun MaxiMed-i,"Hospitalisation and Surgical Benefits

No Lifetime Limit

Retirement option

Family Discount",Family Takaful,Insurer
Sun Life,-,"Life, H&P",Sun MediMax-i,"Hospitalisation and surgical benefits with no lifetime limit

Best Doctors services

Family discount

Retirement option",Family Takaful,Insurer
Sun Life,-,"Life, H&P, Investment",Sun Prestige Life,"High coverage on death or Total Permanent Disability (TPD)

Additional coverage on accidental death or TPD

Protection booster

Compassion benefit",Life Insurance,Insurer
Sun Life,-,"Life, H&P, Savings, Investment",Sun Prime Link-i,"Comperhensive and customisable takaful coverage

Flexible contribution and coverage amount

Choice of investment-linked funds 

Maturity benefit",Family Takaful,Insurer
Sun Life,-,"Life, Savings, Investment",Sun Save Invest,"Simple enrolment

Insurance coverage

Full premium allocation 

Maturity benefit",Life Insurance,Insurer
Sun Life,-,"Life, Savings",Sun Secure Saver-i,"Flexible contribution payment terms 

Guaranteed death or total and permanent disability (TPD) coverage 

Additional death or TPD coverage 

Increasing cash payout",Family Takaful,Insurer
Sun Life,-,"Life, H&P, Savings, Investment",Sun Shield Link,"Customisable protection and investment in one plan

Enhanced protection through optional rider

Allocation bonus 

Loyalty booster",Life Insurance,Insurer
Sun Life,-,"Life, H&P, Savings",Sun Signature Life Plus,"Simple enrolment with up to RM 2mil non-medical limit

Guaranteed health check-up allowance benefit

Guaranteed loyalty bonus benefit

Insurance coverage",Life Insurance,Insurer
Sun Life,-,"Life, Savings",Sun Wealth Plus,"Easy enrolment with no underwriting required

Guaranteed survival benefit

Maturity benefit

Insurance coverage",Life Insurance,Insurer
Sun Life,-,"Life, H&P",Sun Wealth Protect-i,"6-in-1 coverage

Peace of mind

Leaving a legacy

Affordable contribution",Family Takaful,Insurer
Sun Life,-,"Life, H&P",Sun eCritical Shield,"Top 3 CI Care benefit

Diabetes Care benefit

Long coverage term

No medical check-up",Life Insurance,Insurer
Sun Life,-,"Life, H&P",Sun eCritical Shield-i,"Top 3 CI Care benefit

Diabetes Care benefit

Long coverage term

No medical check-up",Family Takaful,Insurer
Sun Life,-,"Life, H&P",Sun eMediCare Income,"Comprehensive hospital income coverage

Long coverage term

No medical check-up",Life Insurance,Insurer
Sun Life,-,"Life, H&P",Sun eMediCare Income-i,"Comprehensive hospital income coverage

Long coverage term

No medical check-up",Family Takaful,Insurer
Sun Life,-,"Life, H&P",Sun eSsential Life,"High coverage

Death/TPD benefit

Long coverage term

No medical check-up",Life Insurance,Insurer
Sun Life,-,"Life, H&P",Sun eSsential-i,"High coverage

Death/TPD benefit

Long coverage term

No medical check-up",Family Takaful,Insurer
Sun Life,-,Life,Xpress Cash Protector-i,Death/Total and permanent disability (TPD) benefit,Family Takaful,Insurer
Sun Life,Al-Rajhi Bank,"Life, H&P, Investment",SinarLink Aiman,"Comprehensive & customised takaful coverage with optional riders

Final benefit",Family Takaful,"Insurer, Bank"
Sun Life,CIMB,"Life, H&P",Cash Plus Assurance,Death/Total and permanent disability (TPD) benefit,Life Insurance,"Insurer, Bank"
Sun Life,CIMB,"Life, H&P",Credit Protector Plus,Death/Total and permanent disability (TPD)/ 36 Critical illness (CI) benefit,Life Insurance,"Insurer, Bank"
Sun Life,CIMB,"Life, H&P",Group Amanah Saham Assurance,Death/Total and permanent disability (TPD) benefit,Life Insurance,Insurer
Sun Life,CIMB,"Life, H&P",Group Mortgage Level Term Assurance,Death/Total and permanent disability (TPD) benefit,Life Insurance,Insurer
Sun Life,CIMB,"Life, H&P",Group Mortgage Reducing Term Assurance,Death / Total and permanent disability (TPD) benefit,Life Insurance,Insurer
Sun Life,CIMB,"Life, H&P",Group Mortgage Reducing Term Takaful,Death/Total and permanent disability (TPD) benefit,Family Takaful,Insurer
Sun Life,CIMB,"Life, H&P",Sun AutoLife,"Death/Total and permanent disability (TPD) benefit

Accidental death/ Accidental total and permanent disability (TPD) benefit",Life Insurance,"Insurer, Bank"
Sun Life,CIMB,"Life, H&P, Savings",Sun EduSmart,"Education reward

Insurance coverage

Guaranteed maturity benefit

Waiver of premium (parent/legal guardian)",Life Insurance,"Insurer, Bank"
Sun Life,CIMB,"Life, H&P, Investment",Sun Income Secure Max,"Insurance coverage

Guaranteed yearly income

Full premium allocation",Life Insurance,"Insurer, Bank"
Sun Life,CIMB,"Life, Savings",Sun SaveAssured,"Guaranteed maturity benefit

Insurance coverage

Waiver of premium option",Life Insurance,"Insurer, Bank"
Sun Life,CIMB,"Life, H&P",Sun Ultimate Coverage-i,"Takaful coverage - death/total and permanent disability (TPD) / accidental death or TPD

Disability allowance benefit",Family Takaful,"Insurer, Bank"
Sun Life,CIMB,"Life, H&P, Investment",SunInvest,"Hassle-free enrolment 

Diversified investment portfolio

Insurance coverage",Life Insurance,"Insurer, Bank"
Sun Life,CIMB,"Life, Investment",SunInvest-i,"Takaful coverage with protection booster

Simple enrolment

Maturity benefit",Family Takaful,"Insurer, Bank"
Sun Life,CIMB,"Life, H&P, Investment",SunLink Istismar Plus,"Takaful coverage with protection booster

Comprehensive & customised takaful coverage with optional riders

Final benefit",Family Takaful,"Insurer, Bank"
Sun Life,CIMB,"Life, H&P, Investment",SunLink Max,"Full premium allocation 

Comprehensive & customised insurance coverage with optional riders",Life Insurance,"Insurer, Bank"
Sun Life,CIMB,"Life, H&P",Takaful Mulia,"Double indemnity for accidental death/total and permanent disability (TPD) benefit

Waqf benefit

Zakat benefit

Fidyah/Sadaqah benefit",Family Takaful,"Insurer, Bank"
Sun Life,CIMB,"Life, H&P, Savings",Takaful Suria Plus,"Takaful coverage 

RM1,500 special payout

Badal Hajj benefit

Dependent allowance",Family Takaful,"Insurer, Bank"
Tokio Marine,-,Life,TokioMarine-iLifeGuard,The unconditional love to guard what matters most for life,Life Insurance,Insurer
Tokio Marine,-,Life,TokioMarine-iBig 2,Embrace the future without fear,Life Insurance,Insurer
Tokio Marine,-,Life,TokioMarine-iMillion,Staying protected is one of the best gifts for your loved ones,Life Insurance,Insurer
Tokio Marine,-,Life,TokioMarine-iLady,Love yourself the way you love the world,Life Insurance,Insurer
Tokio Marine,-,Life,TokioMarine-iFlexSecure 2,Protection with Short-Term Commitment,Life Insurance,Insurer
Tokio Marine,-,Life,Perlindungan Tenang TokioMarine E-ssential Tenang,Affordable Internet Life Insurance Plan for everyone.,Life Insurance,Insurer
Tokio Marine,-,Life,TokioMarine-TermDefender,"Instant & affordable coverage up to RM 500,000!",Life Insurance,Insurer
Tokio Marine,-,Life,TokioMarine-LifeTreasure,Live without regrets during your best years,Life Insurance,Insurer
Tokio Marine,-,Life,Convertible Term Assurance,Largest sum assured protection at the lowest cost.,Life Insurance,Insurer
Tokio Marine,-,H&P/Medical/CI,iCareGuard and iCareGuard Plus,Get Rewarded for Guarding Your Health,Life Insurance,Insurer
Tokio Marine,-,H&P/Medical/CI,iComprehensive CI,"Early Protection, Early Recovery",Life Insurance,Insurer
Tokio Marine,-,H&P/Medical/CI,TokioMarine-CriticalDefender,Affordable coverage for critical illness,Life Insurance,Insurer
Tokio Marine,-,H&P/Medical/CI,TokioMarine-MedicDefender,Affordable hospitalisation income plan,Life Insurance,Insurer
Tokio Marine,-,H&P/Medical/CI,Cancer Shield Plus,Feel secured with double protection. Be free from financial constraints.,Life Insurance,Insurer
Tokio Marine,-,H&P/Medical/CI,MedShield,Protection should you fall ill. Rewards should you stay healthy,Life Insurance,Insurer
